Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism
Q3UH99	reviewed	SHSA6_MOUSE	Protein shisa-6 (Cystine-knot AMPAR modulating protein of 52 kDa) (CKAMP52) (Shisa family member 6)	Shisa6 Gm879	Mus musculus (Mouse)
Q3UHC7	reviewed	DAB2P_MOUSE	Disabled homolog 2-interacting protein (DAB2-interacting protein) (ASK-interacting protein 1) (DOC-2/DAB-2 interactive protein)	Dab2ip Kiaa1743	Mus musculus (Mouse)
Q3UHD1	reviewed	AGRB1_MOUSE	Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-120 (Vstat120); Vasculostatin-40 (Vstat-40)]	Adgrb1 Bai1	Mus musculus (Mouse)
Q3UHJ0	reviewed	AAK1_MOUSE	AP2-associated protein kinase 1 (EC 2.7.11.1) (Adaptor-associated kinase 1)	Aak1 Kiaa1048	Mus musculus (Mouse)
Q3UHK1	reviewed	MYCT_MOUSE	Proton myo-inositol cotransporter (H(+)-myo-inositol cotransporter) (Hmit) (H(+)-myo-inositol symporter) (Solute carrier family 2 member 13)	Slc2a13	Mus musculus (Mouse)
Q3UHK6	reviewed	TEN4_MOUSE	Teneurin-4 (Ten-4) (Downstream of CHOP4) (Protein Odd Oz/ten-m homolog 4) (Tenascin-M4) (Ten-m4) (Teneurin transmembrane protein 4)	Tenm4 Doc4 Kiaa1302 Odz4 Tnm4	Mus musculus (Mouse)
Q3UHU5	reviewed	MTCL1_MOUSE	Microtubule cross-linking factor 1 (Coiled-coil domain-containing protein 165) (PAR-1-interacting protein) (SOGA family member 2)	Mtcl1 Ccdc165 Kiaa0802 Soga2	Mus musculus (Mouse)
Q3UIJ9	reviewed	MYZAP_MOUSE	Myocardial zonula adherens protein	Myzap Myozap	Mus musculus (Mouse)
Q3UMR0	reviewed	ANR27_MOUSE	Ankyrin repeat domain-containing protein 27 (VPS9 domain-containing protein) (VPS9-ankyrin-repeat protein)	Ankrd27 Varp	Mus musculus (Mouse)
Q3UMZ3	reviewed	PLPP5_MOUSE	Phospholipid phosphatase 5 (EC 3.1.3.4) (EC 3.6.1.75)	Plpp5	Mus musculus (Mouse)
Q3UNH4	reviewed	GRIN1_MOUSE	G protein-regulated inducer of neurite outgrowth 1 (GRIN1)	Gprin1	Mus musculus (Mouse)
Q3UP38	reviewed	EFC4B_MOUSE	EF-hand calcium-binding domain-containing protein 4B (Calcium release-activated channel regulator 2A) (Ras-related protein Rab-46)	Cracr2a Efcab4b Gm1073 Rab46	Mus musculus (Mouse)
Q3UR32	reviewed	P2RX3_MOUSE	P2X purinoceptor 3 (P2X3) (ATP receptor) (Purinergic receptor)	P2rx3	Mus musculus (Mouse)
Q3URD3	reviewed	SLMAP_MOUSE	Sarcolemmal membrane-associated protein (Sarcolemmal-associated protein)	Slmap Kiaa1601 Slap	Mus musculus (Mouse)
Q3USJ8	reviewed	FCSD2_MOUSE	F-BAR and double SH3 domains protein 2 (Protein nervous wreck 1) (NWK1) (SH3 multiple domains protein 3)	Fchsd2 Kiaa0769 Sh3md3	Mus musculus (Mouse)
Q3UTJ2	reviewed	SRBS2_MOUSE	Sorbin and SH3 domain-containing protein 2 (Arg-binding protein 2) (ArgBP2) (Arg/Abl-interacting protein 2)	Sorbs2 Argbp2 Kiaa0777	Mus musculus (Mouse)
Q3UU41	reviewed	SCIMP_MOUSE	SLP adapter and CSK-interacting membrane protein	Scimp	Mus musculus (Mouse)
Q3UUG6	reviewed	TBC24_MOUSE	TBC1 domain family member 24	Tbc1d24 Kiaa1171	Mus musculus (Mouse)
Q3UUI3	reviewed	THEM4_MOUSE	Acyl-coenzyme A thioesterase THEM4 (Acyl-CoA thioesterase THEM4) (EC 3.1.2.2) (Carboxyl-terminal modulator protein) (Thioesterase superfamily member 4)	Them4 Ctmp	Mus musculus (Mouse)
Q3UUV5	reviewed	SKAP1_MOUSE	Src kinase-associated phosphoprotein 1 (Src family-associated phosphoprotein 1)	Skap1 Scap1	Mus musculus (Mouse)
Q3UUY6	reviewed	PROM2_MOUSE	Prominin-2 (PROM-2) (Prominin-like protein 2) (mPROML2)	Prom2 Proml2	Mus musculus (Mouse)
Q3UV74	reviewed	ITB2L_MOUSE	Integrin beta-2-like protein (Protein pactolus)	Itgb2l	Mus musculus (Mouse)
Q3UVD5	reviewed	LGR6_MOUSE	Leucine-rich repeat-containing G-protein coupled receptor 6	Lgr6	Mus musculus (Mouse)
Q3UVU3	reviewed	ZNT10_MOUSE	Calcium/manganese antiporter SLC30A10 (Solute carrier family 30 member 10)	Slc30a10	Mus musculus (Mouse)
Q3UVX5	reviewed	GRM5_MOUSE	Metabotropic glutamate receptor 5 (mGluR5)	Grm5 Gprc1e Mglur5	Mus musculus (Mouse)
Q3UWA6	reviewed	GUC2C_MOUSE	Guanylyl cyclase C (GC-C) (EC 4.6.1.2) (Heat-stable enterotoxin receptor) (STA receptor) (Intestinal guanylate cyclase)	Gucy2c Guc2c	Mus musculus (Mouse)
Q3UZP0	reviewed	MALD2_MOUSE	MARVEL domain-containing protein 2 (Tricellulin)	Marveld2 Mrvldc2 Tric	Mus musculus (Mouse)
Q3UZV7	reviewed	ELAP2_MOUSE	Endosome/lysosome-associated apoptosis and autophagy regulator family member 2 (Estrogen-induced gene 121-like protein)	Elapor2 Eig121l	Mus musculus (Mouse)
Q3V050	reviewed	S47A2_MOUSE	Multidrug and toxin extrusion protein 2 (MATE-2) (mMATE-2) (H(+)/organic cation antiporter kidney-specific) (Solute carrier family 47 member 2)	Slc47a2 Mate2	Mus musculus (Mouse)
Q3V0B4	reviewed	CFA65_MOUSE	Cilia- and flagella-associated protein 65 (Coiled-coil domain-containing protein 108)	Cfap65 Ccdc108	Mus musculus (Mouse)
Q3V0I2	reviewed	PRR7_MOUSE	Proline-rich protein 7 (Synaptic proline-rich membrane protein)	Prr7	Mus musculus (Mouse)
Q3V0Q7	reviewed	TMPSC_MOUSE	Transmembrane protease serine 12 (EC 3.4.21.-)	Tmprss12	Mus musculus (Mouse)
Q3V132	reviewed	ADT4_MOUSE	ADP/ATP translocase 4 (ADP,ATP carrier protein 4) (Adenine nucleotide translocator 4) (ANT 4) (Solute carrier family 25 member 31) (Sperm flagellar energy carrier protein)	Slc25a31 Aac4 Ant4 Sfec	Mus musculus (Mouse)
Q3V3N7	reviewed	BBS1_MOUSE	Bardet-Biedl syndrome 1 protein homolog	Bbs1	Mus musculus (Mouse)
Q3V3V9	reviewed	CARL2_MOUSE	Capping protein, Arp2/3 and myosin-I linker protein 2 (Capping protein regulator and myosin 1 linker 2) (F-actin-uncapping protein RLTPR) (Leucine-rich repeat-containing protein 16C) (RGD, leucine-rich repeat, tropomodulin and proline-rich-containing protein)	Carmil2 Lrrc16c Rltpr	Mus musculus (Mouse)
Q3V3Z3	reviewed	AGRG5_MOUSE	Adhesion G-protein coupled receptor G5 (G-protein coupled receptor 114) (G-protein coupled receptor PGR27)	Adgrg5 Gm1109 Gpr114 Pgr27	Mus musculus (Mouse)
Q3ZAS0	reviewed	SL9A2_MOUSE	Sodium/hydrogen exchanger 2 (Na(+)/H(+) exchanger 2) (NHE-2) (Sodium/hydrogen exchanger) (Solute carrier family 9 member 2)	Slc9a2 Nhe2	Mus musculus (Mouse)
Q3ZK22	reviewed	VEZA_MOUSE	Vezatin	Vezt	Mus musculus (Mouse)
Q45VK7	reviewed	DYHC2_MOUSE	Cytoplasmic dynein 2 heavy chain 1 (Cytoplasmic dynein 2 heavy chain) (Dynein cytoplasmic heavy chain 2) (Dynein heavy chain 11) (mDHC11) (Dynein heavy chain isotype 1B)	Dync2h1 Dhc1b Dnchc2 Kiaa1997	Mus musculus (Mouse)
Q497L9	reviewed	S22AE_MOUSE	Solute carrier family 22 member 14	Slc22a14 Gm1128	Mus musculus (Mouse)
Q49B93	reviewed	SC5AC_MOUSE	Sodium-coupled monocarboxylate transporter 2 (Electroneutral sodium monocarboxylate cotransporter) (Low-affinity sodium-lactate cotransporter) (Solute carrier family 5 member 12)	Slc5a12 Smct2	Mus musculus (Mouse)
Q4KL25	reviewed	LHPL5_MOUSE	LHFPL tetraspan subfamily member 5 protein (Lipoma HMGIC fusion partner-like 5 protein) (Tetraspan membrane protein of hair cell stereocilia)	Lhfpl5 Tmhs	Mus musculus (Mouse)
Q4KUS2	reviewed	UN13A_MOUSE	Protein unc-13 homolog A (Munc13-1)	Unc13a	Mus musculus (Mouse)
Q4LDD4	reviewed	ARAP1_MOUSE	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 (Centaurin-delta-2) (Cnt-d2)	Arap1 Centd2 Kiaa0782	Mus musculus (Mouse)
Q4LDG0	reviewed	S27A5_MOUSE	Long-chain fatty acid transport protein 5 (FATP-5) (Fatty acid transport protein 5) (Bile acid-CoA ligase) (BA-CoA ligase) (BAL) (Bile acyl-CoA synthetase) (BACS) (EC 6.2.1.7) (Cholate--CoA ligase) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Solute carrier family 27 member 5) (Very long-chain acyl-CoA synthetase-related protein) (VLACS-related) (VLACSR) (EC 6.2.1.-)	Slc27a5 Acsb Acsvl6 Fatp5 Vlacsr	Mus musculus (Mouse)
Q4PZA2	reviewed	ECE1_MOUSE	Endothelin-converting enzyme 1 (ECE-1) (EC 3.4.24.71)	Ece1	Mus musculus (Mouse)
Q4V9Z5	reviewed	SE6L2_MOUSE	Seizure 6-like protein 2 (Brain-specific receptor-like protein A) (BSRP-A)	Sez6l2	Mus musculus (Mouse)
Q4VA61	reviewed	DSCL1_MOUSE	Cell adhesion molecule DSCAML1 (Down syndrome cell adhesion molecule-like protein 1 homolog)	Dscaml1	Mus musculus (Mouse)
Q4VAE3	reviewed	TMM65_MOUSE	Transmembrane protein 65	Tmem65	Mus musculus (Mouse)
Q4VC33	reviewed	MAEA_MOUSE	E3 ubiquitin-protein transferase MAEA (EC 2.3.2.27) (Erythroblast macrophage protein) (Macrophage erythroblast attacher)	Maea Emp	Mus musculus (Mouse)
Q50L41	reviewed	PA24F_MOUSE	Cytosolic phospholipase A2 zeta (cPLA2-zeta) (EC 3.1.1.4) (Phospholipase A2 group IVF)	Pla2g4f	Mus musculus (Mouse)
Q50L42	reviewed	PA24E_MOUSE	Cytosolic phospholipase A2 epsilon (cPLA2-epsilon) (EC 3.1.1.4) (Calcium-dependent N-acyltransferase) (Phospholipase A2 group IVE)	Pla2g4e	Mus musculus (Mouse)
Q52KF3	reviewed	SPIR1_MOUSE	Protein spire homolog 1	Spire1	Mus musculus (Mouse)
Q52KR2	reviewed	LRIG2_MOUSE	Leucine-rich repeats and immunoglobulin-like domains protein 2 (LIG-2)	Lrig2 Kiaa0806	Mus musculus (Mouse)
Q5BKR2	reviewed	SL9B2_MOUSE	Sodium/hydrogen exchanger 9B2 (NHA-oc) (Na(+)/H(+) exchanger NHA2) (Na(+)/H(+) exchanger-like domain-containing protein 2) (NHE domain-containing protein 2) (Soditlum/hydrogen exchanger-like domain-containing protein 2) (Solute carrier family 9 subfamily B member 2)	Slc9b2 Nha2 Nhe10 Nhedc2	Mus musculus (Mouse)
Q5DID3	reviewed	UROL1_MOUSE	Uromodulin-like 1 (Olfactorin)	Umodl1	Mus musculus (Mouse)
Q5DQR4	reviewed	STB5L_MOUSE	Syntaxin-binding protein 5-like (Lethal(2) giant larvae protein homolog 4) (Tomosyn-2)	Stxbp5l Llgl4	Mus musculus (Mouse)
Q5DTL9	reviewed	S4A10_MOUSE	Sodium-driven chloride bicarbonate exchanger (Solute carrier family 4 member 10)	Slc4a10 Kiaa4136 Ncbe	Mus musculus (Mouse)
Q5DTT2	reviewed	PSD1_MOUSE	PH and SEC7 domain-containing protein 1 (Exchange factor for ADP-ribosylation factor guanine nucleotide factor 6) (Exchange factor for ARF6) (Exchange factor for ARF6 A) (Pleckstrin homology and SEC7 domain-containing protein 1)	Psd Efa6a Kiaa2011 Psd1	Mus musculus (Mouse)
Q5DU41	reviewed	LRC8B_MOUSE	Volume-regulated anion channel subunit LRRC8B (Leucine-rich repeat-containing protein 8B)	Lrrc8b Kiaa0231	Mus musculus (Mouse)
Q5FW52	reviewed	MLIP_MOUSE	Muscular LMNA-interacting protein (Cardiac Isl1-interacting protein) (CIP) (Muscular-enriched A-type laminin-interacting protein)	Mlip Cip	Mus musculus (Mouse)
Q5FWI2	reviewed	SCTR_MOUSE	Secretin receptor (SCT-R)	Sctr	Mus musculus (Mouse)
Q5FWI3	reviewed	CEIP2_MOUSE	Cell surface hyaluronidase (EC 3.2.1.35) (Cell migration-inducing hyaluronidase 2) (Transmembrane protein 2)	Cemip2 Kiaa1412 Tmem2	Mus musculus (Mouse)
Q5G5D5	reviewed	SYNA_MOUSE	Syncytin-A [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]	Syna	Mus musculus (Mouse)
Q5GH67	reviewed	XKR4_MOUSE	XK-related protein 4 [Cleaved into: XK-related protein 4, processed form]	Xkr4 Xrg4	Mus musculus (Mouse)
Q5HZI1	reviewed	MTUS1_MOUSE	Microtubule-associated tumor suppressor 1 homolog (AT2 receptor-binding protein) (Angiotensin-II type 2 receptor-interacting protein) (Coiled-coiled tumor suppressor gene 1 protein) (Mitochondrial tumor suppressor 1 homolog)	Mtus1 Atbp Atip Cctsg1 Kiaa1288 Mtsg1	Mus musculus (Mouse)
Q5M8M9	reviewed	LRC52_MOUSE	Leucine-rich repeat-containing protein 52 (BK channel auxiliary gamma subunit LRRC52)	Lrrc52	Mus musculus (Mouse)
Q5NBX1	reviewed	COBL_MOUSE	Protein cordon-bleu	Cobl Kiaa0633	Mus musculus (Mouse)
Q5NCH9	reviewed	GRM6_MOUSE	Metabotropic glutamate receptor 6 (mGluR6)	Grm6 Gprc1f Mglur6	Mus musculus (Mouse)
Q5NCP0	reviewed	RNF43_MOUSE	E3 ubiquitin-protein ligase RNF43 (EC 2.3.2.27) (RING finger protein 43) (RING-type E3 ubiquitin transferase RNF43)	Rnf43	Mus musculus (Mouse)
Q5PT53	reviewed	NTCP7_MOUSE	Sodium/bile acid cotransporter 7 (Na(+)/bile acid cotransporter 7) (Solute carrier family 10 member 7)	Slc10a7 P7	Mus musculus (Mouse)
Q5QD15	reviewed	TAAR4_MOUSE	Trace amine-associated receptor 4 (TaR-4) (Trace amine receptor 4) (mTaar4) (2-phenylethylamine receptor)	Taar4 Gm226	Mus musculus (Mouse)
Q5QNS5	reviewed	HAVR1_MOUSE	Hepatitis A virus cellular receptor 1 homolog (HAVcr-1) (Kidney injury molecule 1) (KIM-1) (T cell immunoglobulin and mucin domain-containing protein 1) (TIMD-1) (T cell membrane protein 1) (T-cell immunoglobulin mucin receptor 1) (TIM-1) (CD antigen CD365)	Havcr1 Kim1 Tim1 Timd1	Mus musculus (Mouse)
Q5RKR3	reviewed	ISLR2_MOUSE	Immunoglobulin superfamily containing leucine-rich repeat protein 2 (Leucine-rich repeat domain and immunoglobulin domain-containing axon extension protein)	Islr2 Kiaa1465 Linx	Mus musculus (Mouse)
Q5S248	reviewed	TM11E_MOUSE	Transmembrane protease serine 11E (EC 3.4.21.-) (Serine protease DESC1) [Cleaved into: Transmembrane protease serine 11E non-catalytic chain; Transmembrane protease serine 11E catalytic chain]	Tmprss11e Desc1	Mus musculus (Mouse)
Q5SNZ0	reviewed	GRDN_MOUSE	Girdin (Akt phosphorylation enhancer) (APE) (Coiled-coil domain-containing protein 88A) (G alpha-interacting vesicle-associated protein) (GIV) (Girders of actin filament) (Hook-related protein 1) (HkRP1)	Ccdc88a Grdn Kiaa1212	Mus musculus (Mouse)
Q5SSG4	reviewed	GA2L2_MOUSE	GAS2-like protein 2 (Growth arrest-specific protein 2-like 2)	Gas2l2	Mus musculus (Mouse)
Q5SSG5	reviewed	RSLAB_MOUSE	Ras-like protein family member 10B (EC 3.6.5.2)	Rasl10b	Mus musculus (Mouse)
Q5SSZ7	reviewed	ZNRF3_MOUSE	E3 ubiquitin-protein ligase ZNRF3 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ZNRF3) (Zinc/RING finger protein 3)	Znrf3	Mus musculus (Mouse)
Q5SUA5	reviewed	MYO1G_MOUSE	Unconventional myosin-Ig	Myo1g	Mus musculus (Mouse)
Q5SWY8	reviewed	SC5AA_MOUSE	Sodium/mannose cotransporter SLC5A10 (Sodium/glucose cotransporter 5) (Na(+)/glucose cotransporter 5) (Solute carrier family 5 member 10)	Slc5a10 Sglt5	Mus musculus (Mouse)
Q5SWZ9	reviewed	PLD6_MOUSE	Mitochondrial cardiolipin hydrolase (EC 3.1.4.-) (Choline phosphatase 6) (Mitochondrial phospholipase) (MitoPLD) (Phosphatidylcholine-hydrolyzing phospholipase D6) (Phospholipase D6) (PLD6) (Protein zucchini homolog) (mZuc)	Pld6	Mus musculus (Mouse)
Q5SXA9	reviewed	KIBRA_MOUSE	Protein KIBRA (Kidney and brain protein) (KIBRA) (WW domain-containing protein 1)	Wwc1 Kiaa0869	Mus musculus (Mouse)
Q5SYD0	reviewed	MYO1D_MOUSE	Unconventional myosin-Id	Myo1d	Mus musculus (Mouse)
Q5SZV5	reviewed	K0319_MOUSE	Dyslexia-associated protein KIAA0319 homolog	Kiaa0319	Mus musculus (Mouse)
Q5U405	reviewed	TMPSD_MOUSE	Transmembrane protease serine 13 (EC 3.4.21.-) (Membrane-type mosaic serine protease) (Mosaic serine protease)	Tmprss13 Msp	Mus musculus (Mouse)
Q5U431	reviewed	GPR39_MOUSE	G-protein coupled receptor 39	Gpr39	Mus musculus (Mouse)
Q5U4D8	reviewed	SC5A6_MOUSE	Sodium-dependent multivitamin transporter (Na(+)-dependent multivitamin transporter) (Solute carrier family 5 member 6)	Slc5a6	Mus musculus (Mouse)
Q5U4E0	reviewed	LHPL4_MOUSE	LHFPL tetraspan subfamily member 4 protein (GABAA receptor regulatory Lhfpl4) (Lipoma HMGIC fusion partner-like 4 protein)	Lhfpl4 Garlh4 Kiaa4027 Lh4	Mus musculus (Mouse)
Q5Y4Y6	reviewed	GSDA3_MOUSE	Gasdermin-A3 (Gasdermin-3) [Cleaved into: Gasdermin-A3, N-terminal (GSDMA3-NT); Gasdermin-A3, C-terminal (GSDMA3-CT)]	Gsdma3 Gsdm3	Mus musculus (Mouse)
Q5Y5T1	reviewed	ZDH20_MOUSE	Palmitoyltransferase ZDHHC20 (EC 2.3.1.225) (Acyltransferase ZDHHC20) (EC 2.3.1.-) (DHHC domain-containing cysteine-rich protein 20) (DHHC-20) (Zinc finger DHHC domain-containing protein 20)	Zdhhc20	Mus musculus (Mouse)
Q60598	reviewed	SRC8_MOUSE	Src substrate cortactin	Cttn Ems1	Mus musculus (Mouse)
Q60603	reviewed	KCNH1_MOUSE	Potassium voltage-gated channel subfamily H member 1 (Ether-a-go-go potassium channel 1) (EAG channel 1) (EAG1) (m-eag) (Voltage-gated potassium channel subunit Kv10.1)	Kcnh1 Eag	Mus musculus (Mouse)
Q60610	reviewed	TIAM1_MOUSE	Rho guanine nucleotide exchange factor TIAM1 (T-lymphoma invasion and metastasis-inducing protein 1) (TIAM-1)	Tiam1 Tiam-1	Mus musculus (Mouse)
Q60612	reviewed	AA1R_MOUSE	Adenosine receptor A1	Adora1	Mus musculus (Mouse)
Q60613	reviewed	AA2AR_MOUSE	Adenosine receptor A2a	Adora2a	Mus musculus (Mouse)
Q60614	reviewed	AA2BR_MOUSE	Adenosine receptor A2b	Adora2b	Mus musculus (Mouse)
Q60629	reviewed	EPHA5_MOUSE	Ephrin type-A receptor 5 (EC 2.7.10.1) (Brain-specific kinase) (CEK-7) (EPH homology kinase 1) (EHK-1)	Epha5 Bsk Ehk1	Mus musculus (Mouse)
Q60634	reviewed	FLOT2_MOUSE	Flotillin-2 (Epidermal surface antigen) (ESA) (Membrane component chromosome 17 surface marker 1 homolog)	Flot2 Esa1 M17s1	Mus musculus (Mouse)
Q60651	reviewed	KLRA4_MOUSE	Killer cell lectin-like receptor 4 (Lymphocyte antigen 49d) (Ly-49d) (T-cell surface glycoprotein Ly-49D)	Klra4 Ly-49d Ly49-d Ly49d	Mus musculus (Mouse)
Q60673	reviewed	PTPRN_MOUSE	Receptor-type tyrosine-protein phosphatase-like N (R-PTP-N) (PTP IA-2) [Cleaved into: ICA512-N-terminal fragment (ICA512-NTF); ICA512-transmembrane fragment (ICA512-TMF); ICA512-cleaved cytosolic fragment (ICA512-CCF)]	Ptprn Ptp35	Mus musculus (Mouse)
Q60676	reviewed	PPP5_MOUSE	Serine/threonine-protein phosphatase 5 (PP5) (EC 3.1.3.16) (Protein phosphatase T) (PPT)	Ppp5c	Mus musculus (Mouse)
Q60682	reviewed	KLRA8_MOUSE	Killer cell lectin-like receptor 8 (Lymphocyte antigen 49h) (Ly-49h) (T-cell surface glycoprotein Ly-49H)	Klra8 Ly-49h Ly49-h Ly49H	Mus musculus (Mouse)
Q60700	reviewed	M3K12_MOUSE	Mitogen-activated protein kinase kinase kinase 12 (EC 2.7.11.25) (Dual leucine zipper bearing kinase) (DLK) (Leucine-zipper protein kinase) (ZPK) (MAPK-upstream kinase) (MUK) (Mixed lineage kinase)	Map3k12 Zpk	Mus musculus (Mouse)
Q60714	reviewed	S27A1_MOUSE	Long-chain fatty acid transport protein 1 (Arachidonate--CoA ligase) (EC 6.2.1.15) (Fatty acid transport protein) (Fatty acid transport protein 1) (FATP-1) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Solute carrier family 27 member 1) (Vlc27a1) (Very long-chain acyl-CoA synthetase) (EC 6.2.1.-)	Slc27a1 Fatp Fatp1	Mus musculus (Mouse)
Q60738	reviewed	ZNT1_MOUSE	Proton-coupled zinc antiporter SLC30A1 (Solute carrier family 30 member 1) (Zinc transporter 1) (ZnT-1)	Slc30a1 Znt1	Mus musculus (Mouse)
Q60748	reviewed	CRFR2_MOUSE	Corticotropin-releasing factor receptor 2 (CRF-R-2) (CRF-R2) (CRFR-2) (CRF-RB) (Corticotropin-releasing hormone receptor 2) (CRH-R-2) (CRH-R2)	Crhr2 Crf2r	Mus musculus (Mouse)
Q60750	reviewed	EPHA1_MOUSE	Ephrin type-A receptor 1 (mEpha1) (EC 2.7.10.1) (Embryonic stem cell kinase) (Tyrosine-protein kinase receptor ESK)	Epha1 Esk	Mus musculus (Mouse)
Q60751	reviewed	IGF1R_MOUSE	Insulin-like growth factor 1 receptor (EC 2.7.10.1) (Insulin-like growth factor I receptor) (IGF-I receptor) (CD antigen CD221) [Cleaved into: Insulin-like growth factor 1 receptor alpha chain; Insulin-like growth factor 1 receptor beta chain]	Igf1r	Mus musculus (Mouse)
Q60754	reviewed	MARCO_MOUSE	Macrophage receptor MARCO (Macrophage receptor with collagenous structure)	Marco	Mus musculus (Mouse)
Q60755	reviewed	CALCR_MOUSE	Calcitonin receptor (CT-R)	Calcr	Mus musculus (Mouse)
Q60766	reviewed	IRGM1_MOUSE	Immunity-related GTPase family M protein 1 (EC 3.6.5.-) (Interferon-inducible GTPase 3) (Interferon-inducible protein 1) (LPS-stimulated RAW 264.7 macrophage protein 47) (LRG-47)	Irgm1 Ifi1 Iigp3 Irgm	Mus musculus (Mouse)
Q60770	reviewed	STXB3_MOUSE	Syntaxin-binding protein 3 (MUNC-18-3) (Mammalian homolog of Unc-18c) (Munc-18c) (Protein unc-18 homolog 3) (Unc18-3) (Protein unc-18 homolog C) (Unc-18C)	Stxbp3 Stxbp3a Unc18c	Mus musculus (Mouse)
Q60771	reviewed	CLD11_MOUSE	Claudin-11 (Oligodendrocyte transmembrane protein) (Oligodendrocyte-specific protein)	Cldn11 Osp Otm	Mus musculus (Mouse)
Q60805	reviewed	MERTK_MOUSE	Tyrosine-protein kinase Mer (EC 2.7.10.1) (Proto-oncogene c-Mer) (Receptor tyrosine kinase MerTK)	Mertk Mer	Mus musculus (Mouse)
Q60823	reviewed	AKT2_MOUSE	RAC-beta serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase Akt-2) (Protein kinase B beta) (PKB beta) (RAC-PK-beta)	Akt2	Mus musculus (Mouse)
Q60825	reviewed	NPT2A_MOUSE	Sodium-dependent phosphate transport protein 2A (Sodium-phosphate transport protein 2A) (Na(+)-dependent phosphate cotransporter 2A) (NaPi-7) (Sodium/phosphate cotransporter 2A) (Na(+)/Pi cotransporter 2A) (NaPi-2a) (Solute carrier family 34 member 1)	Slc34a1 Npt2 Slc17a2	Mus musculus (Mouse)
Q60838	reviewed	DVL2_MOUSE	Segment polarity protein dishevelled homolog DVL-2 (Dishevelled-2) (DSH homolog 2)	Dvl2	Mus musculus (Mouse)
Q60846	reviewed	TNR8_MOUSE	Tumor necrosis factor receptor superfamily member 8 (CD30L receptor) (Lymphocyte activation antigen CD30) (CD antigen CD30)	Tnfrsf8	Mus musculus (Mouse)
Q60855	reviewed	RIPK1_MOUSE	Receptor-interacting serine/threonine-protein kinase 1 (EC 2.7.11.1) (Cell death protein RIP) (Receptor-interacting protein 1) (RIP-1)	Ripk1 Rinp Rip	Mus musculus (Mouse)
Q60857	reviewed	SC6A4_MOUSE	Sodium-dependent serotonin transporter (SERT) (5HT transporter) (5HTT) (Solute carrier family 6 member 4)	Slc6a4 Htt Sert	Mus musculus (Mouse)
Q60902	reviewed	EP15R_MOUSE	Epidermal growth factor receptor substrate 15-like 1 (Epidermal growth factor receptor pathway substrate 15-related sequence) (Eps15-rs) (Eps15-related protein) (Eps15R)	Eps15l1 Eps15-rs Eps15R	Mus musculus (Mouse)
Q60928	reviewed	GGT1_MOUSE	Glutathione hydrolase 1 proenzyme (EC 3.4.19.13) (Gamma-glutamyltransferase 1) (Gamma-glutamyltranspeptidase 1) (GGT 1) (EC 2.3.2.2) (Leukotriene-C4 hydrolase) (EC 3.4.19.14) (CD antigen CD224) [Cleaved into: Glutathione hydrolase 1 heavy chain; Glutathione hydrolase 1 light chain]	Ggt1 Ggt Ggtp	Mus musculus (Mouse)
Q60932	reviewed	VDAC1_MOUSE	Voltage-dependent anion-selective channel protein 1 (VDAC-1) (mVDAC1) (Outer mitochondrial membrane protein porin 1) (Plasmalemmal porin) (Voltage-dependent anion-selective channel protein 5) (VDAC-5) (mVDAC5)	Vdac1 Vdac5	Mus musculus (Mouse)
Q60934	reviewed	GRIK1_MOUSE	Glutamate receptor ionotropic, kainate 1 (GluK1) (Glutamate receptor 5) (GluR-5) (GluR5)	Grik1 Glur5	Mus musculus (Mouse)
Q60943	reviewed	I17RA_MOUSE	Interleukin-17 receptor A (IL-17 receptor A) (IL-17RA) (CD antigen CD217)	Il17ra Il17r	Mus musculus (Mouse)
Q61003	reviewed	CD6_MOUSE	T-cell differentiation antigen CD6 (CD antigen CD6)	Cd6	Mus musculus (Mouse)
Q61006	reviewed	MUSK_MOUSE	Muscle, skeletal receptor tyrosine-protein kinase (EC 2.7.10.1) (Muscle-specific tyrosine-protein kinase receptor) (MuSK) (Muscle-specific kinase receptor)	Musk Nsk2	Mus musculus (Mouse)
Q61009	reviewed	SCRB1_MOUSE	Scavenger receptor class B member 1 (SRB1) (SR-BI)	Scarb1 Srb1	Mus musculus (Mouse)
Q61012	reviewed	GBG1_MOUSE	Guanine nucleotide-binding protein G(T) subunit gamma-T1 (Transducin gamma chain)	Gngt1 Gng1	Mus musculus (Mouse)
